"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000005020",44.8387191133159,3.4984958010124,2.08670409566062,1.6765653588775,0.0936275054811117,0.663763635831706
"ENSG00000005022",1457.20282219032,1.28282535452177,1.66325492393141,0.771274045886826,0.440544512814594,0.99988601171724
"ENSG00000005059",3.60609502242312,3.1597170319882,3.80096939403554,0.83129241633632,0.405808457708301,NA
"ENSG00000005073",0,NA,NA,NA,NA,NA
"ENSG00000005075",21.2981632934901,0.884559039513521,2.41421867974214,0.366395574243507,0.714069921728625,0.99988601171724
"ENSG00000005100",34.9829013815055,-4.59791310826287,2.21438055822635,-2.07638795020205,0.0378580848083215,0.39498090911354
"ENSG00000005102",0,NA,NA,NA,NA,NA
"ENSG00000005108",0,NA,NA,NA,NA,NA
"ENSG00000005156",0.144805141818538,1.057641309416,4.96532168902096,0.213005596748062,0.831322597284877,NA
"ENSG00000005175",32.4307434250947,-2.64455982020333,2.26759910612391,-1.16623781208124,0.243518308618427,0.987844606751176
"ENSG00000005187",0,NA,NA,NA,NA,NA
"ENSG00000005189",0,NA,NA,NA,NA,NA
"ENSG00000005194",40.3489242468112,3.40320157058718,2.2839839342052,1.49002868173478,0.136216694609321,0.805981842287434
"ENSG00000005206",0.477201194535044,0.393445463476854,4.91098907863469,0.0801153203920861,0.936145538003868,NA
"ENSG00000005238",0.369401021809025,1.74359418455288,4.93536676951511,0.353285635289104,0.723874313490992,NA
"ENSG00000005243",0,NA,NA,NA,NA,NA
"ENSG00000005249",7.47837145419267,4.76852368184338,2.90826131456824,1.63964759905054,0.101078460101485,NA
"ENSG00000005302",0,NA,NA,NA,NA,NA
"ENSG00000005339",90.0187242447386,-5.59598167584308,1.88885837304008,-2.96262639683061,0.00305026546527626,0.115272481735589
"ENSG00000005379",0,NA,NA,NA,NA,NA
"ENSG00000005381",0,NA,NA,NA,NA,NA
"ENSG00000005421",0,NA,NA,NA,NA,NA
"ENSG00000005436",21.6587929629639,0.514555531418304,2.4348516610239,0.211329314083111,0.832630310093066,0.99988601171724
"ENSG00000005448",79.0771540028785,-1.10838035636661,1.84634411807477,-0.600310822623004,0.548299107327878,0.99988601171724
"ENSG00000005469",167.304972341226,1.61659512710811,1.83621620970087,0.880394758834777,0.378645494807662,0.99988601171724
"ENSG00000005471",0,NA,NA,NA,NA,NA
"ENSG00000005483",118.297734497663,0.14569823833298,1.71964496713732,0.0847257667235363,0.932479410733893,0.99988601171724
"ENSG00000005486",2.0088107891397,2.1534849139543,3.98110755911137,0.540926081995882,0.58855853270184,NA
"ENSG00000005513",0,NA,NA,NA,NA,NA
"ENSG00000005801",22.6497549126761,-2.67389569521316,2.48309046714427,-1.07684183504129,0.281550931925375,0.99988601171724
"ENSG00000005810",67.5440346894995,2.82743039665895,2.20701040589419,1.28111330563183,0.200153870969341,0.926026078075387
"ENSG00000005812",3.11426922222163,-5.18170883909183,4.27078367809498,-1.21329227365671,0.225018095856698,NA
"ENSG00000005844",5.00917441110057,-0.898012690317743,3.4349966613563,-0.261430440506793,0.793760584903223,NA
"ENSG00000005882",9.75472736669441,-6.84776700230872,3.33198226948441,-2.05516309766208,0.0398632541234968,NA
"ENSG00000005884",24.6748952267701,1.19259544974863,1.94982388271146,0.611642651586654,0.540774212401042,0.99988601171724
"ENSG00000005889",9.93372891042847,0.338290115414808,2.67681699151799,0.126377752564611,0.899432911825187,NA
"ENSG00000005893",469.252163924954,0.717453011896964,1.70228443100401,0.421464826224022,0.67341569050345,0.99988601171724
"ENSG00000005961",0.369401021809025,1.74359418455288,4.93536676951511,0.353285635289104,0.723874313490992,NA
"ENSG00000005981",0.514206163627562,2.34511101706542,4.89226874558588,0.47935040755505,0.631689367507949,NA
"ENSG00000006007",74.5194483572389,1.11914659247478,1.7802346026935,0.628651184951414,0.52957744278123,0.99988601171724
"ENSG00000006015",2.86742088393476,2.44047556919831,3.49405691918786,0.698464743317794,0.484886599319921,NA
"ENSG00000006016",0,NA,NA,NA,NA,NA
"ENSG00000006025",5.9104163489444,5.88364173524885,3.68629393392629,1.59608589024862,0.11046961843438,NA
"ENSG00000006042",4.86183033005283,0.635993226331912,3.09954172537779,0.205189438530431,0.837424120726463,NA
"ENSG00000006062",4.67140383333245,-5.76859271808936,3.8582319888241,-1.49513889646835,0.134878196428128,NA
"ENSG00000006071",0.738802043618049,2.85080554943882,4.86109421964509,0.586453465130935,0.557570824457769,NA
"ENSG00000006116",0,NA,NA,NA,NA,NA
"ENSG00000006118",0.187590910897969,-1.53497404143596,4.97201581467145,-0.308722678819032,0.757532490781114,NA
"ENSG00000006125",271.85106279032,-2.96302077146988,1.79868398302972,-1.64732704545406,0.099490841752228,0.68309780550847
"ENSG00000006128",0,NA,NA,NA,NA,NA
"ENSG00000006194",2.28917067011362,2.46852560472967,4.29965064448925,0.574122366870322,0.56588499869618,NA
"ENSG00000006210",0,NA,NA,NA,NA,NA
"ENSG00000006282",0.289610283637075,1.70384061690353,4.93677590100191,0.345132258597708,0.729994942866285,NA
"ENSG00000006283",0,NA,NA,NA,NA,NA
"ENSG00000006327",0.946275585484698,-0.776743725641774,4.82879879686374,-0.160856510763352,0.872206415546821,NA
"ENSG00000006377",0,NA,NA,NA,NA,NA
"ENSG00000006432",6.99607705079183,-2.76058501015857,2.85872750932815,-0.965669166141463,0.334209753133256,NA
"ENSG00000006451",6.6716165176346,-0.120655061642114,2.94627172394698,-0.04095177666793,0.967334340227598,NA
"ENSG00000006453",12.4093013534438,-1.58577310302668,2.61780705240787,-0.605763935721725,0.544671521104204,NA
"ENSG00000006459",0,NA,NA,NA,NA,NA
"ENSG00000006468",0,NA,NA,NA,NA,NA
"ENSG00000006530",80.3744864357699,0.964290489445685,1.9444722558454,0.495913730086337,0.619955278663423,0.99988601171724
"ENSG00000006534",11.7082924521073,0.699761922592323,2.30082582339953,0.304135113347435,0.761024956525024,NA
"ENSG00000006555",25.3567619937018,-3.48885618457726,2.12802959579653,-1.63947728521669,0.101113897544208,0.689339984051384
"ENSG00000006576",8.46426429797916,5.15933563730888,3.19205549681335,1.61630511827237,0.106028360774642,NA
"ENSG00000006606",6.57210953975907,1.5924337344839,2.5220454658051,0.631405641204628,0.527775328435742,NA
"ENSG00000006607",14.1712972470432,-0.9152373646951,2.08236639383154,-0.439517928932318,0.660286293838371,NA
"ENSG00000006611",0,NA,NA,NA,NA,NA
"ENSG00000006625",158.015082423345,1.15658149405706,1.70693585650115,0.677577595931344,0.498039555285226,0.99988601171724
"ENSG00000006634",35.9486251667908,-0.779228800957887,2.07568740644706,-0.375407587162504,0.707357363102349,0.99988601171724
"ENSG00000006638",19.8705444274396,0.720878610573121,2.05790855932868,0.3502967162002,0.726116029434553,0.99988601171724
"ENSG00000006652",33.8435047631141,0.493898846885036,1.96799148422971,0.250965947181602,0.801840436983309,0.99988601171724
"ENSG00000006659",0,NA,NA,NA,NA,NA
"ENSG00000006695",17.0665139792295,-2.16196379703121,2.40893604877518,-0.897476625886544,0.369464640532261,NA
"ENSG00000006704",25.5735649357778,-6.27527829737629,2.77826715528371,-2.25870225814748,0.0239019119163525,0.299733464761267
"ENSG00000006712",0.778567305555408,-3.15773023966333,4.86595190933919,-0.648943988452232,0.516374580729185,NA
"ENSG00000006715",76.3475713759461,0.59356038357904,2.40068480461272,0.247246278411294,0.804717631815821,0.99988601171724
"ENSG00000006740",0,NA,NA,NA,NA,NA
"ENSG00000006744",9.92538881609214,-0.682534053667744,2.66462867962721,-0.25614602848275,0.797838081602376,NA
"ENSG00000006747",1.17321746907366,3.55386391755095,4.83200678169748,0.735484050024962,0.462044750327368,NA
"ENSG00000006756",29.5845779345577,8.22092442694861,2.67156268346325,3.0771969072017,0.00208957219408399,0.104991197832088
"ENSG00000006757",1.12554546538782,-3.74950381496876,4.83893004068787,-0.774862166520547,0.43842111011667,NA
"ENSG00000006788",0,NA,NA,NA,NA,NA
"ENSG00000006837",2.17207712727806,4.46434152493281,4.71683785769614,0.946469151499165,0.343909349284529,NA
"ENSG00000007001",0,NA,NA,NA,NA,NA
"ENSG00000007038",4.12700003975533,-5.610714642011,3.92798754403185,-1.42839420418628,0.153178426447673,NA
"ENSG00000007047",0,NA,NA,NA,NA,NA
"ENSG00000007062",0,NA,NA,NA,NA,NA
"ENSG00000007080",0.868830850911225,3.16147054853671,4.84654021615081,0.652314931381627,0.514198029686433,NA
"ENSG00000007129",0,NA,NA,NA,NA,NA
"ENSG00000007168",24.1180031673518,-0.288197701653825,1.93158087735703,-0.149203020713357,0.881393436490496,0.99988601171724
"ENSG00000007171",0,NA,NA,NA,NA,NA
"ENSG00000007174",0,NA,NA,NA,NA,NA
"ENSG00000007202",16.3505222863253,4.15904086292783,2.59634759662267,1.60188137687647,0.109181843408849,NA
"ENSG00000007216",0,NA,NA,NA,NA,NA
"ENSG00000007237",0.562772732693909,-2.77042661349609,4.89043214276585,-0.566499346605643,0.571054376988339,NA
"ENSG00000007255",1.50259301464809,-0.0285543018538493,4.72294176209596,-0.00604587210518078,0.995176121378232,NA
"ENSG00000007264",1.14796832736443,-1.18951715795554,4.80212769626186,-0.24770627380057,0.804361677337931,NA
"ENSG00000007306",0,NA,NA,NA,NA,NA
"ENSG00000007312",0,NA,NA,NA,NA,NA
"ENSG00000007314",0,NA,NA,NA,NA,NA
"ENSG00000007341",21.5521593548526,-2.21718844328464,2.35718678183184,-0.940607872220291,0.346905846211369,0.99988601171724
"ENSG00000007350",0,NA,NA,NA,NA,NA
"ENSG00000007372",2.9552081744722,4.87994226051247,4.34544726770687,1.12300114576874,0.261437007835507,NA
"ENSG00000007376",0,NA,NA,NA,NA,NA
"ENSG00000007384",0,NA,NA,NA,NA,NA
"ENSG00000007392",2.86186444856193,-3.8150975216552,3.6264201374544,-1.0520285507606,0.292786450770566,NA
"ENSG00000007402",0,NA,NA,NA,NA,NA
"ENSG00000007516",0,NA,NA,NA,NA,NA
"ENSG00000007520",0,NA,NA,NA,NA,NA
"ENSG00000007541",0,NA,NA,NA,NA,NA
"ENSG00000007545",9.09832915570573,-5.41292943493878,3.17088983531317,-1.70706953444321,0.0878091288999791,NA
"ENSG00000007866",5.43758098545784,5.78462134189628,3.36699008215808,1.7180393172375,0.0857894440549455,NA
"ENSG00000007908",0,NA,NA,NA,NA,NA
"ENSG00000007923",9.53497937602152,4.8916825108628,2.71811248839379,1.7996615415109,0.0719140972100451,NA
"ENSG00000007933",0.369401021809025,1.74359418455288,4.93536676951511,0.353285635289104,0.723874313490992,NA
"ENSG00000007944",0,NA,NA,NA,NA,NA
"ENSG00000007952",0,NA,NA,NA,NA,NA
"ENSG00000007968",45.8224646375108,1.07124806575134,2.78023205177734,0.385308868396979,0.700008591802348,0.99988601171724
"ENSG00000008018",489.12752650737,-0.705294522623911,1.68074989077366,-0.419630860305611,0.674755140498463,0.99988601171724
"ENSG00000008056",0,NA,NA,NA,NA,NA
"ENSG00000008083",18.3533232041504,3.46729606261939,2.3519423780295,1.47422662009448,0.140420584774185,0.814091894180144
"ENSG00000008086",50.3091479215951,3.90844269736877,1.95964119344833,1.99446853354373,0.0461008754192721,0.444481720814833
"ENSG00000008118",0,NA,NA,NA,NA,NA
"ENSG00000008128",4.97713794262041,0.180756642565168,2.94754238588983,0.0613245269789733,0.951100757854591,NA
"ENSG00000008130",0,NA,NA,NA,NA,NA
"ENSG00000008196",0,NA,NA,NA,NA,NA
"ENSG00000008197",0,NA,NA,NA,NA,NA
"ENSG00000008226",0,NA,NA,NA,NA,NA
"ENSG00000008256",0,NA,NA,NA,NA,NA
"ENSG00000008277",0,NA,NA,NA,NA,NA
"ENSG00000008282",993.24312947403,-0.197106815236489,1.75019818257264,-0.112619711984136,0.910332056569867,0.99988601171724
"ENSG00000008283",30.363916029549,-0.585760157326866,2.3524220341665,-0.249003005761425,0.803358456370554,0.99988601171724
"ENSG00000008294",49.4376160833954,-3.92035380928485,1.89446985203983,-2.06936721904742,0.0385116402205814,0.398280923523086
"ENSG00000008300",0,NA,NA,NA,NA,NA
"ENSG00000008311",12.1754573851725,6.92870667712681,2.92537820588628,2.36848236005357,0.0178612321020102,NA
"ENSG00000008323",0,NA,NA,NA,NA,NA
"ENSG00000008324",22.0849155613786,-0.802208344629261,1.96775678003068,-0.407676575057591,0.683511137393252,0.99988601171724
"ENSG00000008382",0,NA,NA,NA,NA,NA
"ENSG00000008394",0.778567305555408,-3.15773023966333,4.86595190933919,-0.648943988452232,0.516374580729185,NA
"ENSG00000008405",0,NA,NA,NA,NA,NA
"ENSG00000008438",0,NA,NA,NA,NA,NA
"ENSG00000008441",1.83222877451976,4.19964518866428,4.46898190186305,0.939731974952395,0.347355059457636,NA
"ENSG00000008513",0.289610283637075,1.70384061690352,4.93677590100191,0.345132258597708,0.729994942866285,NA
"ENSG00000008516",0,NA,NA,NA,NA,NA
"ENSG00000008517",0.724025709092687,2.9045912427965,4.85835333312037,0.597855084560301,0.549936631821288,NA
"ENSG00000008710",17.5489194139067,-1.53705046872682,2.15445257964274,-0.713429705183719,0.475579897021877,0.99988601171724
"ENSG00000008735",0.966158216453377,-3.48751914737374,4.84957597215103,-0.71913898604765,0.472055288309239,NA
"ENSG00000008838",2.85038835642792,-2.99578452079501,3.57630248489351,-0.837676492256839,0.402212419535577,NA
"ENSG00000008853",0,NA,NA,NA,NA,NA
"ENSG00000008869",11.5906100928605,1.71838907892145,2.9798305374824,0.576673423977084,0.564160088615676,NA
"ENSG00000008952",144.802105702148,0.689374726327787,1.79576977417211,0.383888144372852,0.701061353803653,0.99988601171724
"ENSG00000008988",320.328187878188,-0.420347675736436,1.70399317210228,-0.246683896754022,0.805152870022431,0.99988601171724
"ENSG00000009307",619.605165895626,2.46678625043347,1.79090391586973,1.37739731795466,0.168389441648357,0.875823281305543
"ENSG00000009335",43.5347876219024,4.85120790485892,1.90332608523818,2.5488054529825,0.0108092581151362,0.188448849252612
"ENSG00000009413",43.8814942494149,0.436163363529313,1.87057718864257,0.233170470685481,0.815629034894578,0.99988601171724
"ENSG00000009694",0,NA,NA,NA,NA,NA
"ENSG00000009709",0,NA,NA,NA,NA,NA
"ENSG00000009724",0,NA,NA,NA,NA,NA
"ENSG00000009765",4.70153849559109,0.469677963871232,3.19737509383857,0.146894859091232,0.883215009755576,NA
"ENSG00000009780",147.139618698192,-1.92677132295513,1.80594528522902,-1.06690459490349,0.286014919740737,0.99988601171724
"ENSG00000009790",1.88677037098248,0.517234084262014,4.50868764925278,0.114719431572896,0.908667511446537,NA
"ENSG00000009830",15.5418460005013,7.30960766985551,2.75385360315729,2.65431962740323,0.00794685127656077,NA
"ENSG00000009844",244.37924128971,0.410648552343343,1.70083150547695,0.241439878683449,0.809214208035197,0.99988601171724
"ENSG00000009950",10.8000267456246,1.4570430616478,2.3947868306594,0.608422863778072,0.542907051180836,NA
"ENSG00000009954",65.2276693633632,-1.52861367091654,1.76041983098437,-0.86832336469522,0.38521733488552,0.99988601171724
"ENSG00000010017",1.30472179064421,1.61158852392986,4.81208701156024,0.334904277511668,0.73769729527145,NA
"ENSG00000010030",0,NA,NA,NA,NA,NA
"ENSG00000010072",10.3710939039409,-2.53492071596846,3.01779814669911,-0.839990149354814,0.400913909678572,NA
"ENSG00000010165",6.190500059633,-6.19380087809238,3.59318072155369,-1.7237654763477,0.0847501893866418,NA
"ENSG00000010219",14.8661562626444,-3.8213905107976,2.509141678646,-1.5229871407101,0.127761922655474,NA
"ENSG00000010244",99.4606336383427,-0.54945901978364,2.09294228678271,-0.262529465458062,0.792913271611394,0.99988601171724
"ENSG00000010256",118.208234749469,-5.34204690746447,1.86341223208237,-2.86680897307125,0.00414633203069575,0.12142156412617
"ENSG00000010270",40.7065817556989,1.40666412942905,1.81565538470976,0.774741804681125,0.438492243170648,0.99988601171724
"ENSG00000010278",204.058891497858,1.40807440898733,1.69300782159674,0.831699884091096,0.405578366101175,0.99988601171724
"ENSG00000010282",0,NA,NA,NA,NA,NA
"ENSG00000010292",48.3632717226785,-2.96234866022401,2.55687655343748,-1.1585810258385,0.246627006720204,0.991551975780971
"ENSG00000010295",0,NA,NA,NA,NA,NA
"ENSG00000010310",3.56352696909038,0.068021433060351,3.30891671639902,0.0205570097075083,0.983599034495347,NA
"ENSG00000010318",0,NA,NA,NA,NA,NA
"ENSG00000010319",0,NA,NA,NA,NA,NA
"ENSG00000010322",4.80221328351732,5.58295080205683,3.84819811614469,1.45079609561529,0.14683664719993,NA
"ENSG00000010327",0,NA,NA,NA,NA,NA
"ENSG00000010361",0,NA,NA,NA,NA,NA
"ENSG00000010379",0,NA,NA,NA,NA,NA
"ENSG00000010404",102.816924068269,3.03736012507982,1.80268980357224,1.68490447944008,0.0920070022080273,0.658616790805795
"ENSG00000010438",4.62785547264806,5.53397396075657,3.3941219952109,1.6304581769792,0.103004697584786,NA
"ENSG00000010539",53.0930376303365,-8.34558059652591,2.58241212170354,-3.23169974551567,0.00123056284638644,0.0907054080787593
"ENSG00000010610",0,NA,NA,NA,NA,NA
"ENSG00000010626",19.403889003684,7.61316039822575,3.10580699037154,2.45126642506365,0.0142354543064817,0.217713743310405
"ENSG00000010671",8.2206668341988,1.94220715115226,2.68661935404821,0.72291861823512,0.469729884291974,NA
"ENSG00000010704",22.7706647424271,0.902902037486309,2.13184498756766,0.423530811457581,0.671908023355415,0.99988601171724
"ENSG00000010803",17.7977708672648,7.5059566603184,2.70796280733905,2.77180936162637,0.00557456734798443,0.136167393893421
"ENSG00000010810",0,NA,NA,NA,NA,NA
"ENSG00000010818",0.18759091089797,-1.53497404143596,4.97201581467145,-0.308722678819032,0.757532490781114,NA
"ENSG00000010932",0,NA,NA,NA,NA,NA
"ENSG00000011007",113.464275638805,0.0619346538655978,1.7302044967312,0.0357961466304176,0.971444905643073,0.99988601171724
"ENSG00000011009",2.32601725473483,-1.83780555023354,4.25857208004983,-0.431554407366528,0.666065301245682,NA
"ENSG00000011021",5.66530505647811,1.9687985458588,2.62854727769462,0.749006328539595,0.453853391058067,NA
"ENSG00000011028",1.993781149907,-4.55349928428981,4.35189327221665,-1.0463260469553,0.295410523595641,NA
"ENSG00000011052",0,NA,NA,NA,NA,NA
"ENSG00000011083",0,NA,NA,NA,NA,NA
"ENSG00000011105",0,NA,NA,NA,NA,NA
"ENSG00000011114",0,NA,NA,NA,NA,NA
"ENSG00000011132",0.744582843604964,-0.235687335904988,4.87688249940755,-0.0483274583575922,0.961455271510598,NA
"ENSG00000011143",3.80953187643352,-5.48423262917187,3.612788460708,-1.51800546553371,0.129013020842574,NA
"ENSG00000011198",30.2145756687887,1.76951578987461,2.34106267293418,0.75586006745252,0.449733098090098,0.99988601171724
"ENSG00000011201",0,NA,NA,NA,NA,NA
"ENSG00000011243",5.29047908796927,5.73630089639504,3.27417779920218,1.75198209999249,0.0797768858988087,NA
"ENSG00000011258",0,NA,NA,NA,NA,NA
"ENSG00000011260",4.28212018055474,-5.64264604514804,3.93654756329484,-1.43339968701539,0.151743647801378,NA
"ENSG00000011275",43.9200056789249,0.278334872248687,1.89919306374338,0.146554280110985,0.88348384309872,0.99988601171724
"ENSG00000011295",31.6452032052513,1.80967109995461,2.30348530141096,0.785623029088195,0.432088368736404,0.99988601171724
"ENSG00000011304",16.115201981301,1.18899929644321,2.08006056201996,0.571617633713783,0.567581046388844,NA
"ENSG00000011332",0,NA,NA,NA,NA,NA
"ENSG00000011347",2.72498556944393,-4.98847128824322,4.43649281601702,-1.12441775409472,0.260835843703081,NA
"ENSG00000011376",0.563747278880084,-2.71730604535395,4.8922754506652,-0.555427852081485,0.578602046272804,NA
"ENSG00000011405",75.4059307571543,2.01231642519056,1.93045628627251,1.04240455456057,0.297224155767079,0.99988601171724
"ENSG00000011422",31.6398896235211,0.718977525176613,2.02110070856634,0.355735625705964,0.722038562516518,0.99988601171724
"ENSG00000011426",105.05539009255,-0.935474896607955,2.61881856493714,-0.357212564907264,0.720932680173549,0.99988601171724
"ENSG00000011451",0,NA,NA,NA,NA,NA
"ENSG00000011454",93.4514535591523,-1.80557814470564,1.76872510419551,-1.02083593455123,0.307332176178515,0.99988601171724
"ENSG00000011465",2.9552081744722,4.87994226051247,4.34544726770687,1.12300114576874,0.261437007835507,NA
"ENSG00000011478",5.97543075259099,5.89828251639503,3.28290749456559,1.79666424538579,0.0723889384218896,NA
"ENSG00000011485",0,NA,NA,NA,NA,NA
"ENSG00000011523",10.8494850908745,1.5913645555191,2.73625478938039,0.581584931964414,0.56084629481187,NA
"ENSG00000011566",5.25254550514314,-5.95752483605127,3.71587914104408,-1.60326119605099,0.108876999721641,NA
"ENSG00000011590",0,NA,NA,NA,NA,NA
"ENSG00000011600",0,NA,NA,NA,NA,NA
"ENSG00000011638",99.7843385809268,-0.282704765921739,1.84947587281852,-0.152856693118634,0.878511288358771,0.99988601171724
"ENSG00000011677",0,NA,NA,NA,NA,NA
